Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills
Build an E-commerce Dashboard with Figma,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/e-commerce-dashboard-figma,"This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your Internet browser so you can just focus on learning. For this project, you�ll get instant access to a cloud desktop with Figma pre-installed.  Prerequisites: In order to be successful in this project, you should be familiar with how to use basic commands on a mac or a PC.  Notes: -  You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",user interface design  interaction design  E-Commerce  Product Management  interfaces  Web Design  user interface  User Experience  User Experience Design  Human Computer Interaction computer-science design-and-product
An Introduction to Accessibility and Inclusive Design,University of Illinois at Urbana-Champaign,Beginner,4.8,https://www.coursera.org/learn/accessibility,"This course introduces some of the fundamental principles of accessibility and prepares learners for further study in accessibility and inclusive design. Learners will have an opportunity to explore the major types of disabilities and related assistive technology and adaptive strategies, the most salient contours of the legal landscape, and the major principles that guide universal design and accessible content creation. Spotlight guest videos will highlight firsthand perspectives on disability, as well as topics like disability etiquette, universal design and universal design for learning, accommodation in higher education, campus accessibility policy, and accessibility in a corporate setting.",instructional design  multimedia  electronics  html  probability density function  portable document format  evaluation  web accessibility  assistive technology  entry point information-technology support-and-operations
Introduction to Accessible Web Development,Coursera Project Network,Beginner,4.8,https://www.coursera.org/learn/introduction-to-accessible-web-development,"In this 2-hour project, you will learn the basics of accessible web development while building a newsletter signup page.  Specifically, you will learn how assistive technology interprets our web code, how to apply semantic HTML in order to write more meaningful interfaces, methods for coupling visual styles to the accessibility properties of a component, and creating a custom accessible component from scratch using WAI-ARIA.   Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",web development software  project  html  Software Engineering  Web Design  CSS  Web Development  web  semantics  assistive technology computer-science software-development
Linux Server Management and Security,University of Colorado System,Intermediate,4.5,https://www.coursera.org/learn/linux-server-management-security,"Whether you are accessing a bank website, Netflix or your home router, chances are that your computer is interacting with a Linux system.  The world runs on Linux.  In this course, we will dive into how Linux works from an enterprise perspective.   In week 1 we will look at what Linux is used for in the enterprise.  By the end of week 1, you will be able to differentiate between different versions of Linux and understand how they are used in an enterprise environment.  In week 2, we will explore how Linux systems are configured.  By the end of week 2, you will be able to demonstrate different Linux commands and how they are used.  You will also be able to interact with a Linux system.  In week 3, we will explore Linux authentication mechanisms and how to add users and user controls to a Linux system.  By the end of week 3, you should be able to demonstrate how to appropriately add users to a Linux machine and secure them.  In week 4, we will explore how to harden a Linux system.  By the end of week 4, you should be able to classify different technologies to secure Linux and differentiate access control methods for Linux applications.",Leadership and Management  security  linux console  Studentized Residual  linux on embedded systems  sudo  access control  server administrator  security controls  euler's totient function information-technology security
SAS Macro Language,SAS,Advanced,5,https://www.coursera.org/learn/sas-macro-language,"In this course, you learn Advanced techniques within the DATA step and procedures to manipulate data.  Course Learning Objectives: (3+ per course) �By the end of this course, a learner will be able to�� ?\tUse additional functions (LAG, FINDC/FINDW, and COUNT/COUNTC/COUNTW). ?\tPerform pattern matching using PRX functions. ?\tProcess repetitive code, rotate data, and perform table lookups using arrays. ?\tPerform table lookups and sort data using hash and hash iterator objects. ?\tCreate numeric templates using the FORMAT procedure. ?\tCreate custom functions using the FCMP procedure.",Continuous Function  pro*c  compiler  data dependency  SQL  macro (computer science)  control flow  general-purpose macro processor  parameter (computer programming)  symbol table computer-science software-development
Draw and Style Custom Letters with Inkscape,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/draw-and-style-custom-letters-in-inkscape,"By the end of this project, you will be able to draw and style customized letters in Inkscape�a free, open-source vector program. You�ll build complex shapes that can be expanded and resized without losing image quality, making them a reliable foundation for website images, logos, and other digital uses.  You will practice working with vector graphics, including node and path editing, and you will feel comfortable using tools like the Bezier pen, path commands, and commands like clip to form complex vector graphics.   To build these skills, you�ll build an entire custom word, add serifs to a letter, and create a stylized 3D cut block letter.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",image quality  json  path (variable)  vector graphics  r&d management  c dynamic memory allocation  inkscape  euler's totient function  workspace  R Programming computer-science design-and-product
Business Analytics for Decision Making,University of Colorado Boulder,Advanced,4.6,https://www.coursera.org/learn/business-analytics-decision-making,"In this course you will learn how to create models for decision making. We will start with cluster analysis, a technique for data reduction that is very useful in market segmentation. You will then learn the basics of Monte Carlo simulation that will help you model the uncertainty that is prevalent in many business decisions. A key element of decision making is to identify the best course of action. Since businesses problems often have too many alternative solutions, you will learn how optimization can help you identify the best option. What is really exciting about this course is that you won�t need to know a computer language or Advanced statistics to learn about these predictive and prescriptive analytic models. The Analytic Solver Platform and basic knowledge of Excel is all you�ll need. Learners participating in assignments will be able to get free access to the Analytic Solver Platform.",mathematical optimization  business analytics  analysis  Data Analysis  Decision Making  analytics  data clustering algorithms  simulation  Business Analysis  cluster analysis data-science data-analysis
Introduction to Deep Learning,National Research University Higher School of Economics,Advanced,4.4,https://www.coursera.org/learn/intro-to-deep-learning,"The goal of this course is to give learners basic understanding of modern neural networks and their applications in computer vision and natural language understanding. The course starts with a recap of linear models and discussion of stochastic optimization methods that are crucial for training deep neural networks. Learners will study all popular building blocks of neural networks including fully connected layers, convolutional and recurrent layers.  Learners will use these building blocks to define complex modern architectures in TensorFlow and Keras frameworks. In the course project learner will implement deep neural network for the task of image captioning which solves the problem of giving a text description for an input image.  The prerequisites for this course are:  1) Basic knowledge of Python. 2) Basic linear algebra and probability.  Please note that this is an Advanced course and we assume basic knowledge of machine learning. You should understand: 1) Linear regression: mean squared error, analytical solution. 2) Logistic regression: model, cross-entropy loss, class probability estimation. 3) Gradient descent for linear models. Derivatives of MSE and cross-entropy loss functions. 4) The problem of overfitting. 5) Regularization for linear models.  Do you have technical problems? Write to us: coursera@hse.ru",Tensorflow  Convolutional Neural Network  Keras  Machine Learning  Deep Learning  Python Programming  Human Learning  Autoencoder  recurrent neural network  Artificial Neural Networks data-science machine-learning
Containerization Using Docker,Coursera Project Network,Advanced,5,https://www.coursera.org/learn/containerization-using-docker,"Welcome to ""Containerization using Docker"".   In this guided project you will learn how to use Docker to create a customised image of your application using Dockerfiles, enable data persistence and will also learn various methods to share your Docker images. Also, the task-based approach that we follow in our guided project will get you a better understanding of basic commands in Docker that comes very handy while working on your real-life project. . Most importantly you will leave this course with more confidence that will get you to work in Docker platform more efficiently.   If you have questions about course content, please post them in the forums to get help from others in the course community. For technical problems with the Coursera platform, visit the Learner Help Center.  Good luck as you get started, and I hope you enjoy the course! Happy learning !!!!!",project  enabling  organizational learning  extract  persistence  i-deas  learning styles  problem-based learning  e-nable  meta learning information-technology cloud-computing
Increase SEO Traffic with WordPress,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/increase-seo-traffic-with-wordpress,"By the end of this project, you will learn how to increase SEO on your free WordPress website.  You will add tags, categories, and links to an existing WordPress website and manage content in order to increase SEO.   You will learn where to read analytics within WordPress in order to drive content management related to SEO within your WordPress website.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Digital Marketing  mathematical optimization  usability  ordered pair  web  web analytics  content management system  Web Design  wordpress  search engine optimization computer-science mobile-and-web-development
Fundamentals of Scalable Data Science,IBM,Advanced,4.1,https://www.coursera.org/learn/ds,"Apache Spark is the de-facto standard for large scale data processing. This is the first course of a series of courses towards the IBM Advanced Data Science Specialization. We strongly believe that is is crucial for success to start learning a scalable data science platform since memory and CPU constraints are to most limiting factors when it comes to building Advanced machine learning models.  In this course we teach you the fundamentals of Apache Spark using python and pyspark. We'll introduce Apache Spark in the first two weeks and learn how to apply it to compute basic exploratory and data pre-processing tasks in the last two weeks. Through this exercise you'll also be introduced to the most fundamental statistical measures and data visualization technologies.  This gives you enough knowledge to take over the role of a data engineer in any modern environment. But it gives you also the basis for advancing your career towards data science.   Please have a look at the full specialization curriculum: https://www.coursera.org/specializations/Advanced-data-science-ibm  If you choose to take this course and earn the Coursera course certificate, you will also earn an IBM digital badge.  To find out more about IBM digital badges follow the link ibm.biz/badging.   After completing this course, you will be able to: �\tDescribe how basic statistical measures, are used to reveal  patterns within the data  �\tRecognize data characteristics, patterns, trends, deviations or inconsistencies, and potential outliers. �\tIdentify useful techniques for working with big data such as dimension reduction and feature selection methods  �\tUse Advanced tools and charting libraries to:       o\timprove efficiency of analysis of big-data with partitioning and parallel analysis        o\tVisualize the data in an number of 2D and 3D formats (Box Plot, Run Chart, Scatter Plot, Pareto Chart, and Multidimensional Scaling)  For successful completion of the course, the following prerequisites are recommended:  �\tBasic programming skills in python �\tBasic math �\tBasic SQL (you can get it easily from https://www.coursera.org/learn/sql-data-science if needed)  In order to complete this course, the following technologies will be used: (These technologies are introduced in the course as necessary so no previous knowledge is required.) �\tJupyter notebooks (brought to you by IBM Watson Studio for free) �\tApacheSpark (brought to you by IBM Watson Studio for free) �\tPython  We've been reported that some of the material in this course is too Advanced. So in case you feel the same, please have a look at the following materials first before starting this course, we've been reported that this really helps.  Of course, you can give this course a try first and then in case you need, take the following courses / materials. It's free...  https://cognitiveclass.ai/learn/spark  https://dataplatform.cloud.ibm.com/analytics/notebooks/v2/f8982db1-5e55-46d6-a272-fd11b670be38/view?access_token=533a1925cd1c4c362aabe7b3336b3eae2a99e0dc923ec0775d891c31c5bbbc68  This course takes four weeks, 4-6h per week",General Statistics  Dimensionality Reduction  Matplotlib  lambda calculus  Computer Programming  Apache Spark  Data Visualization  Python Programming  Apache  SQL data-science data-analysis
Bayesian Statistics: Techniques and Models,"University of California, Santa Cruz",Intermediate,4.7,https://www.coursera.org/learn/mcmc-bayesian-statistics,"This is the second of a two-course sequence introducing the fundamentals of Bayesian statistics. It builds on the course Bayesian Statistics: From Concept to Data Analysis, which introduces Bayesian methods through use of simple conjugate models. Real-world data often require more sophisticated models to reach realistic conclusions. This course aims to expand our �Bayesian toolbox� with more general models, and computational techniques to fit them. In particular, we will introduce Markov chain Monte Carlo (MCMC) methods, which allow sampling from posterior distributions that have no analytical solution. We will use the open-source, freely available software R (some experience is assumed, e.g., completing the previous course in R) and JAGS (no experience required). We will learn how to construct, fit, assess, and compare Bayesian statistical models to answer scientific questions involving continuous, binary, and count data. This course combines lecture videos, computer demonstrations, readings, exercises, and discussion boards to create an active learning experience. The lectures provide some of the basic mathematical development, explanations of the statistical modeling process, and a few basic modeling techniques commonly used by statisticians. Computer demonstrations provide concrete, practical walkthroughs. Completion of this course will give you access to a wide range of Bayesian analytical tools, customizable to your data.",inference  General Statistics  monte carlo method  markov chain  modeling  Bayesian  chaining  Bayesian Inference  markov chain monte carlo  Bayesian Statistics data-science probability-and-statistics
Machine Learning for Accounting with Python,University of Illinois at Urbana-Champaign,Advanced,4.5,https://www.coursera.org/learn/machine-learning-accounting-python,"This course, Machine Learning for Accounting with Python, introduces machine learning algorithms (models) and their applications in accounting problems. It covers classification, regression, clustering, text analysis, time series analysis. It also discusses model evaluation and model optimization. This course provides an entry point for students to be able to apply proper machine learning models on business related datasets with Python to solve various problems.  Accounting Data Analytics with Python is a prerequisite for this course. This course is running on the same platform (Jupyter Notebook) as that of the prerequisite course. While Accounting Data Analytics with Python covers data understanding and data preparation in the data analytics process, this course covers the next two steps in the process, modeling and model evaluation. Upon completion of the two courses, students should be able to complete an entire data analytics process with Python.",statistical classification  Regression  mathematical optimization  Python Programming  decision tree  Document Classification  n-gram  Machine Learning  Algorithms  hyperparameter data-science machine-learning
Analyze Box Office Data with Seaborn and Python,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/analyze-data-seaborn-python,"Welcome to this project-based course on Analyzing Box Office Data with Seaborn and Python. In this course, you will be working with the The Movie Database (TMDB) Box Office Prediction data set. The motion picture industry is raking in more revenue than ever with its expansive growth the world over. Can we build models to accurately predict movie revenue? Could the results from these models be used to further increase revenue? We try to answer these questions by way of exploratory data analysis (EDA) in this project and the next. The statistical data visualization libraries Seaborn and Plotly will be our workhorses to generate interactive, publication-quality graphs. By the end of this course, you will be able to produce data visualizations in Python with Seaborn, and apply graphical techniques used in exploratory data analysis (EDA).  This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your internet browser so you can just focus on learning. For this project, you�ll get instant access to a cloud desktop with Python, Jupyter, and scikit-learn pre-installed.  Notes: -  You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",project  analysis  Machine Learning  Data Analysis  Python Programming  General Statistics  Data Visualization  Exploratory Data Analysis  Plotly  Statistical Graphics data-science machine-learning
Introduction to Clinical Data Science,University of Colorado System,Advanced,4.6,https://www.coursera.org/learn/introduction-clinical-data-science,"This course will prepare you to complete all parts of the Clinical Data Science Specialization. In this course you will learn how clinical data are generated, the format of these data, and the ethical and legal restrictions on these data. You will also learn enough SQL and R programming skills to be able to complete the entire Specialization - even if you are a beginner programmer. While you are taking this course you will have access to an actual clinical data set and a free, online computational environment for data science hosted by our Industry Partner Google Cloud.   At the end of this course you will be prepared to embark on your clinical data science education journey, learning how to take data created by the healthcare system and improve the health of tomorrow's patients.",relational database  bigquery  Data Analysis  R Programming  SQL  Clinical Data Analysis  Computer Programming  rstudio  join (sql)  analysis data-science data-analysis
An Introduction to Interactive Programming in Python (Part 1),Rice University,Advanced,4.7,https://www.coursera.org/learn/interactive-python-1,"This two-part course is designed to help students with very little or no computing background learn the basics of building simple interactive applications. Our language of choice, Python, is an easy-to learn, high-level computer language that is used in many of the computational courses offered on Coursera. To make learning Python easy, we have developed a new browser-based programming environment that makes developing interactive applications in Python simple. These applications will involve windows whose contents are graphical and respond to buttons, the keyboard and the mouse.  In part 1 of this course, we will introduce the basic elements of programming (such as expressions, conditionals, and functions) and then use these elements to create simple interactive applications such as a digital stopwatch.  Part 1 of this class will culminate in building a version of the classic arcade game ""Pong"".",Programming Principles  principle  semantics  syntax  python syntax and semantics  language  Computer Programming  interactive computing  interactivity  Python Programming computer-science software-development
Build an App in Android Studio using onTouch,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/build-an-app-in-android-studio-using-ontouch,"In this project you will build an Android app that that uses onTouch functionality to show certain information when a user clicks (Action Down) on an image, and then have the information change when the user releases (Action Up). The app also creates text files in internal storage when needed, will write to those files, and will read from those files.  The app will interact with text files, images, strings, and a string array that are saved as resources in the project (can be accessed by reference throughout the app). This app will have a piece of text (from the strings file) asking the user to select the name of an author from a spinner (a type of drop down menu where the user selects from a set of options - from the strings file). There will be an image (ImageView) below the spinner which will change (from the drawable directory) to match whichever author the user selects. Beneath this will be a piece of text (TextView) with the name of a book and the year it was published (from the strings file) which will change to match the selected author. There will be another piece of text (TextView) which will contain an appropriate quote (read from the appropriate text file in a raw directory) from the named book  Below this quote will be two buttons, one with ""Read Review"" on it, and the second with ""Submit Review"" on it.  When the user clicks the ""Read Review"" button a TextView will appear containing a the previously submitted review (if one exists). The user will also be given the option to ""Submit Review"" whiich when clicked gives access to an imput box (EditText) into which a review can be typed.  When a ""Submit"" button is then clicked this review is written to a text file in internal storage (not resources) to a review file for that author.  If the file does not exist then the app will create the file first, then write the review to it. When the user closes the app the program will remember the final choice made by the user in their previous visit. When launched the app will also read all information in the review files in internal storage and bring the reviews into the app for use. You will upload an APK of the app to a website called Appetize.io to test the app.  Projects in Series 1: 1. Build a Simple App in Android Studio with Java 2. Build a Persistent Storage App in Android Studio 3. Build a Linear Layout App in Android Studio 4. Build a Relative Layout App in Android Studio 5. Build a Table Layout App in Android Studio  Projects in Series 2: 1. Build an App in Android Studio using Resources 2. Build an App in Android Studio using Static Files 3. Build an App in Android Studio using Read - Write 4. Build an App in Android Studio using onTouch 5. Build an App in Android Studio using Activities",drop-down list  ordered pair  Data Analysis  Booking  quotation  upload  github  Android Development  android studio  logic gate computer-science mobile-and-web-development
Accounting Data Analytics with Python,University of Illinois at Urbana-Champaign,Advanced,3.6,https://www.coursera.org/learn/accounting-data-analytics-python,"This course focuses on developing Python skills for assembling business data. It will cover some of the same material from Introduction to Accounting Data Analytics and Visualization, but in a more general purpose programming environment (Jupyter Notebook for Python), rather than in Excel and the Visual Basic Editor. These concepts are taught within the context of one or more accounting data domains (e.g., financial statement data from EDGAR, stock data, loan data, point-of-sale data). The first half of the course picks up where Introduction to Accounting Data Analytics and Visualization left off: using in an integrated development environment to automate data analytic tasks. We discuss how to manage code and share results within Jupyter Notebook, a popular development environment for data analytic software like Python and R. We then review some fundamental programming skills, such as mathematical operators, functions, conditional statements and loops using Python software.  The second half of the course focuses on assembling data for machine learning purposes.  We introduce students to Pandas dataframes and Numpy for structuring and manipulating data. We then analyze the data using visualizations and linear regression. Finally, we explain how to use Python for interacting with SQL data.",data type  relational database management system  Numpy  Basic Descriptive Statistics  Data Structures  Python Programming  Databases  SQL  euler's totient function  jpeg data-science data-analysis
Creating an Interactive Story with Flutter,Coursera Project Network,Beginner,3.9,https://www.coursera.org/learn/story-creating-flutter,"In this 1-hour long project-based course, you will create your own interactive story app, and learn some of Dart and Flutter basics. Flutter is an open-source and free UI toolkit built on Dart programming language. Dart is a client-optimized programming language for apps on multiple platforms. It is developed by Google and is used to build mobile, desktop, server, and web applications.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",language  Mobile Development  Computer Programming  dart (programming language)  iOS Development  android studio  interactivity  object-oriented programming  interactive storytelling  web computer-science mobile-and-web-development
Genomic Data Science with Galaxy,Johns Hopkins University,Beginner,3.2,https://www.coursera.org/learn/galaxy-project,Learn to use the tools that are available from the Galaxy Project. This is the second course in the Genomic Big Data Science Specialization.,rna-seq  Data Analysis  Biostatistics  molecular biology  Bioinformatics  genetic engineering  running  genetics  genomics  analysis data-science data-analysis
How to Make Image Editing Selections in GIMP,Coursera Project Network,Beginner,4.9,https://www.coursera.org/learn/how-to-make-image-editing-selections-in-gimp,"In this project, you will learn how to make selections in GIMP using various selection tools. You will understand how selections can be used. You will learn how to make selections based on geometrical shapes, how to make selections using freehand tools, and how to make selections based on color. You will learn how to use up to six different tools and when to use each one. As you learn how to use these tools, you will create a digital poster displaying your selections.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Trigonometric Integral  image editing  numbers (spreadsheet)  Python Programming  project  Machine Learning  poster  display devices  Video Editing  c++ computer-science design-and-product
Getting Started with ASP.NET Core Razor Pages,Coursera Project Network,Beginner,3.7,https://www.coursera.org/learn/getting-started-aspnet-core-razor-pages,"In this 1-hour long project-based course, you will create your first Razor Pages app and understand its structure. You will also create and scaffold business models, generate pages to create, update, and delete business objects; and learn how to add forms validation, and update the database.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",recursively enumerable set  web application  asp.net  web  english language  Web Development  asp.net core  project  business object  microsoft visual studio computer-science mobile-and-web-development
Querying Databases Using SQL SELECT statement,Coursera Project Network,Advanced,4.6,https://www.coursera.org/learn/querying-databases-using-sql-select-statement,"In this 2-hour long project-based course, you will learn how to retrieve data from tables in a database using SQL SELECT statement. In addition, this project will expose you to how to use different SQL operators together with the WHERE clause to set conditions on tables in a database for database manipulation. In order to reinforce the use of SQL SELECT statement to query a database for database insights, you will work on different tasks as the concepts are being introduced to you.  Note: You do not need to be a data administrator or data analyst to be successful in this guided project, just a familiarity with SQL is required. If you are not familiar with SQL and want to learn the basics, start with my previous guided project titled �Performing Data Definition and Manipulation in SQL�.",information retrieval  select (sql)  mysql  ascendency  Databases  SQL  modulo operation  ternary conditional operator  join (sql)  null coalescing operator data-science data-analysis
Named Entity Recognition using LSTMs with Keras,Coursera Project Network,Beginner,4.3,https://www.coursera.org/learn/named-entity-recognition-lstm-keras-tensorflow,"In this 1-hour long project-based course, you will use the Keras API with TensorFlow as its backend to build and train a bidirectional LSTM neural network model to recognize named entities in text data. Named entity recognition models can be used to identify mentions of people, locations, organizations, etc. Named entity recognition is not only a standalone tool for information extraction, but it also an invaluable preprocessing step for many downstream natural language processing applications like machine translation, question answering, and text summarization.   This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your internet browser so you can just focus on learning. For this project, you�ll get instant access to a cloud desktop with Python, Jupyter, and Keras pre-installed.  Notes: -  You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Natural Language Processing  information extraction  Keras  front and back ends  recurrent neural network  Long Short-Term Memory  machine translation  named-entity recognition  Network Model  Machine Learning data-science machine-learning
"Introduction to Blockchain: Benefits, Values and Opportunities",Association of International Certified Professional Accountants,Intermediate,4.7,https://www.coursera.org/learn/blockchain-benefits-values-opportunities,"This is Course 3 in the Introduction to Blockchain course series.  Blockchain technology is in a period of exceptional growth, and the accounting profession will play a significant role in driving its adoption. Be part of the blockchain evolution with this course. Starting with a focus on the history and evolution of blockchain and bitcoin and then on to the characteristics of bitcoin, you will get a refresher on the fundamentals of money/currency and learn how bitcoin fits into the global business landscape. This course also demonstrates the unique characteristics of blockchain and bitcoin, so accounting and finance professionals will be able to have meaningful and relevant conversations with internal and external clients.  In addition, this course introduces several key concepts within the realm of blockchain, including core components of blockchain technology, the custody, responsibility and control continuum, push vs pull paradigm and private blockchain vs public blockchain, which will significantly impact the way accountants and auditors perform their job functions.",supply chain  BlockChain  prediction markets  market (economics)  openfabrics alliance  Benefits  zero-knowledge proof  bitcoin  demand chain  digital identity information-technology security
Computer Simulations,"University of California, Davis",Advanced,4.7,https://www.coursera.org/learn/computer-simulations,"Big data and artificial intelligence get most of the press about computational social science, but maybe the most complex aspect of it refers to using computational tools to explore and develop social science theory. This course shows how computer simulations are being used to explore the realm of what is theoretically possible. Computer simulations allow us to study why societies are the way they are, and to dream about the world we would like to live in. This can be as intuitive as playing a video game. Much like the well-known video game SimCity is used to build and manage an artificial city, we use agent-based models to grow and study artificial societies. Without hurting anyone in the real world, computer simulations allow us explore how to make the world a better place. We play hands-on with several practical computer simulation models and explore how we can combine hypothetical models with real world data. Finally, you will program a simple artificial society yourself, bottom-up. This will allow you to feel the complexity that arises when designing social systems, while at the same time experiencing the ease with which our new computational tools allow us to pursue such daunting endeavors.",modeling  numerical analysis  materials  computational social science  cost benefit analysis  Behavioral Economics  simulation  utility  agent-based model  computer simulation data-science machine-learning
Communicating Data Science Results,University of Washington,Advanced,3.6,https://www.coursera.org/learn/data-results,"Important note: The second assignment in this course covers the topic of Graph Analysis in the Cloud, in which you will use Elastic MapReduce and the Pig language to perform graph analysis over a moderately large dataset, about 600GB. In order to complete this assignment, you will need to make use of Amazon Web Services (AWS). Amazon has generously offered to provide up to $50 in free AWS credit to each learner in this course to allow you to complete the assignment. Further details regarding the process of receiving this credit are available in the welcome message for the course, as well as in the assignment itself. Please note that Amazon, University of Washington, and Coursera cannot reimburse you for any charges if you exhaust your credit.  While we believe that this assignment contributes an excellent learning experience in this course, we understand that some learners may be unable or unwilling to use AWS. We are unable to issue Course Certificates for learners who do not complete the assignment that requires use of AWS. As such, you should not pay for a Course Certificate in Communicating Data Results if you are unable or unwilling to use AWS, as you will not be able to successfully complete the course without doing so.  Making predictions is not enough!  Effective data scientists know how to explain and interpret their results, and communicate findings accurately to stakeholders to inform business decisions.  Visualization is the field of research in computer science that studies effective communication of quantitative results by linking perception, cognition, and algorithms to exploit the enormous bandwidth of the human visual cortex.  In this course you will learn to recognize, design, and use effective visualizations.  Just because you can make a prediction and convince others to act on it doesn�t mean you should.  In this course you will explore the ethical considerations around big data and how these considerations are beginning to influence policy and practice.   You will learn the foundational limitations of using technology to protect privacy and the codes of conduct emerging to guide the behavior of data scientists.  You will also learn the importance of reproducibility in data science and how the commercial cloud can help support reproducible research even for experiments involving massive datasets, complex computational infrastructures, or both.  Learning Goals: After completing this course, you will be able to: 1. Design and critique visualizations 2. Explain the state-of-the-art in privacy, ethics, governance around big data and data science 3. Use cloud computing to analyze large datasets in a reproducible way.",Communication  recursively enumerable set  General Statistics  data type  analysis  case study  encodings  Kaggle  Information Visualization  Statistical Analysis data-science data-analysis
Intermediate Pandas Python Library for Data Science,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/intermediate-pandas-python-library-data-science,"Note : Pandas is not used for development. So you will not build anything during the course of this project.   This guided project is for those who are familiar with pandas for data analysis, but want to really harness the power of pandas by learning more complex operations.  By the end of this project, you will learn how to handle structured data using pandas, like a pro.   Special Features:  1) Work with real-world data. 2) Detailed variable description booklet provided. 3) This project provides plenty of challenges with solutions to encourage you to practice using pandas. 4) Libraries are automatically imported and the dataset is automatically split into subsets, each time you begin a new session. Just open the project and start learning!  5) The real-world applications of each function are explained. 6) Best practices and tips are provided to ensure that you learn how to use pandas efficiently. 7) Animated gifs are used to aid in the learning process.  8) Important terminology and definitions are explained.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Pandas  Python Programming  Missing Data  Applied Machine Learning  Machine Learning  FinTech  concatenation  Data Science  Numpy  Deep Learning data-science data-analysis
Cloud Computing Fundamentals on Alibaba Cloud,Alibaba Cloud Academy,Beginner,4.7,https://www.coursera.org/learn/alibaba-cloud-computing,"Looking to dive into the world of Alibaba Cloud with a comprehensive introduction to the range of products and solutions offered by Alibaba Cloud? Fundamental Architecting on Alibaba Cloud is a course designed for users looking to start this journey with a look into Alibaba Cloud's core products.  Fundamental Architecting looks into storage, networking, auto-scaling, and security solutions as well as scenarios to best combine these products to create a complete cloud-based architecture.   After completing this course the learner should:   Have general knowledge of Cloud Computing, Network Security,  and the IT industry.  Able to develop general solutions and enterprise best practices based on Alibaba Cloud's products.  Knowledge in the use and operation of Alibaba Cloud's ECS, Server Load Balancers, OSS, VPC, Auto Scaling, CDN, Alibaba Cloud Security, and CloudMonitor products.",backup  Databases  private network  Cloud Platforms  data security  virtual private server  image processing  web hosting service  Cloud Computing  web server computer-science software-development
"Managing, Describing, and Analyzing Data",University of Colorado Boulder,Intermediate,1,https://www.coursera.org/learn/managing-describing-analyzing-data,"In this course, you will learn the basics of understanding the data you have and why correctly classifying data is the first step to making correct decisions. You will describe data both graphically and numerically using descriptive statistics and R software. You will learn four probability distributions commonly used in the analysis of data. You will analyze data sets using the appropriate probability distribution. Finally, you will learn the basics of sampling error, sampling distributions, and errors in decision-making.",logarithmic distribution  Exponential Family Probability Distributions  Frequency Distribution  univariate distribution  Stable Probability Distributions  food science  Poisson Distribution  Percentile  conditional probability distribution  Probability Distribution data-science probability-and-statistics
Java Primitive Types to Calculate Expenses,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/java-primitive-types-to-calculate-expenses,"In this project you will create an application that calculates a monthly expense estimation using a calculated monthly house payment and grocery bills using Java.   Java is an Object-Oriented language that contains many Classes but also contains what are called Primitive Data Types. These primitive data types are used to store numbers and characters in Java and have all the Arithmetic operations needed to perform various calculations. To get started with Java, it is important to know how to use these built in data types as they are found throughout the language. The primitive data types take up much less space than objects do and can make a program much more efficient when used properly.   Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Computer Programming  data type  primitive data type  Payments  ordered pair  java (software platform)  expense  project  c++  Arithmetic computer-science software-development
